"uid","cluster","coalesce","country","gender","device","dt"
"1026658","Control","0","USA","","",""
"1034359","Treatment","0","TUR","F","",""
"1040695","Control","0","FRA","M","",""
"1030897","Treatment","0","DEU","M","",""
"1031637","Control","88.75","USA","F","I","2023-01-31"
"1029142","Control","0","MEX","","",""
"1014854","Control","0","USA","","",""
"1029225","Control","0","FRA","M","",""
"1011858","Treatment","58.05","BRA","F","I","2023-01-25"
"1048377","Treatment","0","CAN","F","",""
"1003462","Control","0","USA","O","",""
"1027765","Control","0","MEX","M","",""
"1046606","Control","0","FRA","M","",""
"1034161","Treatment","48.9","USA","F","I","2023-01-30"
"1008359","Treatment","0","BRA","M","",""
"1028867","Control","0","MEX","F","",""
"1027320","Control","0","MEX","M","",""
"1030415","Control","0","USA","F","",""
"1007845","Treatment","0","","F","",""
"1004408","Control","0","BRA","F","",""
"1017286","Treatment","0","USA","F","",""
"1016762","Control","0","BRA","F","",""
"1042816","Control","0","DEU","M","",""
"1015924","Treatment","0","USA","","",""
"1042825","Treatment","0","MEX","M","",""
"1038471","Control","0","AUS","M","",""
"1026976","Treatment","0","MEX","F","",""
"1045653","Treatment","0","BRA","F","",""
"1026846","Treatment","0","USA","F","",""
"1035283","Treatment","24.09","USA","F","I","2023-01-29"
"1043301","Treatment","0","CAN","F","",""
"1031752","Treatment","0","MEX","F","",""
"1000346","Control","0","MEX","F","",""
"1036906","Treatment","0","FRA","M","",""
"1031209","Treatment","0","DEU","F","",""
"1029862","Control","0","MEX","F","",""
"1029847","Treatment","0","FRA","M","",""
"1009862","Control","0","BRA","F","",""
"1030359","Treatment","91.09","TUR","","I","2023-01-25"
"1004843","Treatment","144.72","BRA","","A","2023-01-27"
"1015108","Treatment","0","USA","","",""
"1008861","Treatment","0","ESP","M","",""
"1000858","Treatment","0","BRA","F","",""
"1009685","Treatment","0","DEU","M","",""
"1039678","Treatment","0","MEX","M","",""
"1031862","Treatment","0","MEX","M","",""
"1044971","Control","0","MEX","F","",""
"1033935","Treatment","0","BRA","","",""
"1025906","Treatment","0","USA","","",""
"1016251","Treatment","0","USA","F","",""
"1009411","Treatment","0","BRA","F","",""
"1038542","Treatment","0","BRA","","",""
"1031631","Treatment","0","AUS","M","",""
"1016574","Control","0","BRA","M","",""
"1048253","Control","0","BRA","M","",""
"1001193","Control","0","BRA","M","",""
"1038779","Treatment","0","BRA","M","",""
"1005486","Control","0","TUR","M","",""
"1032190","Treatment","0","USA","M","",""
"1009982","Treatment","75.44","TUR","","A","2023-01-30"
"1037129","Control","0","USA","F","",""
"1010177","Control","0","ESP","M","",""
"1024240","Treatment","0","USA","F","",""
"1045596","Treatment","0","DEU","M","",""
"1000797","Control","0","USA","M","",""
"1029430","Control","0","USA","F","",""
"1021948","Treatment","0","MEX","F","",""
"1037161","Treatment","0","MEX","M","",""
"1043894","Treatment","0","FRA","F","",""
"1032125","Control","0","BRA","M","",""
"1020452","Control","0","ESP","F","",""
"1044667","Control","0","MEX","F","",""
"1022717","Control","0","USA","M","",""
"1005354","Control","0","TUR","","",""
"1000343","Control","0","GBR","O","",""
"1013658","Treatment","0","MEX","F","",""
"1041946","Control","0","","M","",""
"1020290","Control","0","USA","M","",""
"1049875","Control","0","USA","M","",""
"1005299","Treatment","0","ESP","M","",""
"1043254","Control","0","GBR","F","",""
"1008009","Control","0","TUR","","",""
"1046212","Treatment","0","USA","F","",""
"1045302","Control","0","ESP","F","",""
"1028559","Treatment","0","GBR","M","",""
"1045544","Treatment","0","ESP","F","",""
"1040684","Control","0","USA","M","",""
"1044793","Control","0","USA","F","",""
"1009867","Treatment","0","USA","M","",""
"1032517","Control","0","USA","M","",""
"1042193","Control","0","MEX","M","",""
"1011395","Treatment","0","MEX","M","",""
"1042802","Control","0","USA","F","",""
"1037506","Treatment","0","MEX","M","",""
"1036086","Control","0","USA","F","",""
"1002398","Treatment","0","TUR","M","",""
"1041713","Treatment","0","CAN","M","",""
"1029758","Treatment","201.96","MEX","F","I","2023-01-28"
"1001519","Treatment","0","MEX","F","",""
"1034656","Treatment","0","ESP","M","",""
"1041019","Treatment","0","BRA","M","",""
"1047714","Control","0","GBR","F","",""
"1023448","Treatment","0","BRA","M","",""
"1016526","Treatment","0","USA","F","",""
"1047630","Control","0","DEU","","",""
"1043010","Control","0","BRA","M","",""
"1021807","Control","0","ESP","M","",""
"1041631","Control","0","BRA","M","",""
"1018960","Treatment","0","USA","F","",""
"1013379","Treatment","0","MEX","M","",""
"1039537","Control","0","FRA","F","",""
"1026149","Treatment","0","ESP","F","",""
"1017769","Treatment","0","MEX","M","",""
"1024510","Control","0","CAN","","",""
"1008949","Treatment","0","DEU","M","",""
"1002768","Control","0","BRA","M","",""
"1042310","Treatment","0","TUR","F","",""
"1032825","Control","0","DEU","M","",""
"1040879","Control","0","USA","F","",""
"1036983","Control","0","DEU","","",""
"1018789","Control","0","BRA","","",""
"1016046","Control","0","DEU","F","",""
"1046982","Control","0","BRA","F","",""
"1010533","Treatment","0","FRA","","",""
"1027701","Control","0","FRA","F","",""
"1039600","Control","0","USA","F","",""
"1002319","Control","0","USA","F","",""
"1027958","Control","0","BRA","F","",""
"1018976","Treatment","0","USA","M","",""
"1004168","Control","0","TUR","M","",""
"1025166","Treatment","0","USA","M","",""
"1049748","Treatment","0","USA","","",""
"1045197","Control","0","FRA","F","",""
"1048121","Control","0","GBR","M","",""
"1023711","Control","0","DEU","F","",""
"1022438","Control","0","TUR","F","",""
"1005853","Control","0","USA","F","",""
"1012744","Control","0","MEX","","",""
"1028764","Treatment","126.94","USA","","I","2023-01-26"
"1015304","Control","0","MEX","F","",""
"1049321","Control","0","TUR","M","",""
"1027302","Treatment","0","DEU","M","",""
"1015720","Treatment","0","DEU","M","",""
"1002348","Control","26.69","USA","M","I","2023-01-26"
"1043736","Control","0","GBR","M","",""
"1021259","Treatment","0","TUR","","",""
"1012009","Treatment","0","USA","F","",""
"1017958","Control","0","USA","M","",""
"1000885","Treatment","0","DEU","F","",""
"1027313","Control","0","BRA","M","",""
"1003168","Treatment","91.16","USA","F","I","2023-01-29"
"1040117","Control","0","BRA","M","",""
"1009460","Treatment","0","GBR","F","",""
"1029196","Treatment","0","MEX","","",""
"1026531","Treatment","0","USA","M","",""
"1004396","Treatment","0","CAN","","",""
"1009647","Treatment","0","MEX","M","",""
"1013019","Control","0","MEX","F","",""
"1016581","Treatment","0","MEX","F","",""
"1016235","Treatment","0","USA","F","",""
"1040225","Treatment","0","DEU","F","",""
"1037870","Treatment","0","MEX","F","",""
"1033287","Treatment","0","USA","O","",""
"1012388","Control","0","USA","F","",""
"1001973","Treatment","0","GBR","M","",""
"1019159","Control","0","GBR","M","",""
"1043298","Treatment","0","MEX","","",""
"1027423","Treatment","0","FRA","F","",""
"1003453","Treatment","0","BRA","F","",""
"1019454","Control","0","MEX","M","",""
"1041418","Treatment","0","USA","M","",""
"1003380","Treatment","0","USA","M","",""
"1021943","Treatment","0","BRA","F","",""
"1029396","Treatment","0","USA","","",""
"1026945","Treatment","0","BRA","F","",""
"1026348","Control","0","DEU","M","",""
"1041334","Treatment","0","BRA","F","",""
"1006103","Treatment","0","MEX","F","",""
"1041175","Control","0","USA","F","",""
"1044951","Control","0","","M","",""
"1005085","Treatment","0","TUR","M","",""
"1020446","Treatment","0","USA","M","",""
"1016270","Control","0","GBR","F","",""
"1031575","Treatment","0","USA","M","",""
"1032451","Control","0","DEU","M","",""
"1025318","Treatment","0","CAN","","",""
"1006792","Control","0","AUS","M","",""
"1048057","Treatment","26.89","BRA","F","I","2023-01-29"
"1043593","Control","0","BRA","M","",""
"1022571","Control","0","TUR","F","",""
"1039158","Control","0","TUR","F","",""
"1035170","Treatment","0","GBR","M","",""
"1047415","Control","0","BRA","M","",""
"1045874","Treatment","0","USA","F","",""
"1010061","Control","0","GBR","F","",""
"1041760","Control","0","USA","M","",""
"1018693","Control","0","USA","M","",""
"1006001","Control","0","","F","",""
"1003601","Control","0","TUR","F","",""
"1021979","Control","0","ESP","M","",""
"1046154","Treatment","0","BRA","M","",""
"1009772","Control","0","TUR","M","",""
"1028352","Control","0","USA","F","",""
"1005601","Treatment","0","BRA","M","",""
"1017316","Control","0","BRA","F","",""
"1028985","Treatment","0","BRA","M","",""
"1004742","Control","0","BRA","M","",""
"1045796","Control","0","ESP","M","",""
"1046141","Control","0","BRA","","",""
"1016331","Control","0","USA","O","",""
"1010367","Treatment","0","USA","F","",""
"1025467","Control","0","USA","M","",""
"1010394","Treatment","107.22","MEX","F","A","2023-01-31"
"1003589","Treatment","0","BRA","M","",""
"1037659","Treatment","0","FRA","M","",""
"1027094","Control","0","DEU","M","",""
"1007153","Treatment","0","USA","F","",""
"1034974","Treatment","0","MEX","O","",""
"1045828","Control","0","GBR","","",""
"1004340","Treatment","0","USA","M","",""
"1029993","Control","0","MEX","F","",""
"1006639","Treatment","0","TUR","F","",""
"1043135","Control","0","USA","","",""
"1039833","Treatment","0","MEX","","",""
"1011376","Treatment","0","DEU","F","",""
"1042523","Control","0","DEU","M","",""
"1031923","Treatment","0","MEX","F","",""
"1037968","Treatment","0","USA","O","",""
"1042516","Treatment","0","CAN","M","",""
"1026010","Treatment","0","GBR","F","",""
"1004058","Control","0","MEX","F","",""
"1001298","Control","75.93","TUR","M","I","2023-01-28"
"1006869","Treatment","29.33","FRA","M","I","2023-01-29"
"1028514","Control","38.19","USA","M","A","2023-01-28"
"1037927","Treatment","0","MEX","M","",""
"1035498","Control","0","USA","F","",""
"1011406","Control","0","TUR","M","",""
"1008902","Treatment","0","BRA","M","",""
"1023801","Control","0","USA","M","",""
"1039543","Treatment","105.55","CAN","M","A","2023-01-25"
"1020024","Control","0","USA","F","",""
"1047301","Control","0","USA","M","",""
"1032803","Control","0","ESP","M","",""
"1020476","Treatment","0","DEU","F","",""
"1018259","Treatment","0","USA","F","",""
"1045542","Treatment","0","MEX","F","",""
"1046804","Treatment","0","DEU","M","",""
"1034207","Treatment","0","USA","M","",""
"1023563","Control","0","USA","","",""
"1023120","Treatment","0","BRA","M","",""
"1020003","Treatment","0","DEU","F","",""
"1013981","Control","0","USA","M","",""
"1038024","Treatment","0","USA","M","",""
"1002469","Treatment","0","MEX","F","",""
"1049952","Treatment","0","FRA","F","",""
"1046090","Control","0","USA","O","",""
"1007164","Control","0","AUS","F","",""
"1013085","Treatment","0","BRA","M","",""
"1008301","Treatment","0","TUR","M","",""
"1048577","Treatment","0","MEX","M","",""
"1011997","Treatment","0","USA","O","",""
"1047857","Control","0","MEX","M","",""
"1002848","Treatment","0","BRA","M","",""
"1021408","Treatment","0","USA","M","",""
"1038511","Treatment","0","USA","F","",""
"1026735","Control","0","TUR","M","",""
"1002779","Treatment","27.64","BRA","F","I","2023-01-31"
"1000249","Control","0","GBR","F","",""
"1022716","Control","0","FRA","M","",""
"1014698","Treatment","0","DEU","F","",""
"1009010","Control","0","USA","F","",""
"1042524","Treatment","0","BRA","F","",""
"1046349","Control","0","TUR","F","",""
"1043426","Treatment","0","BRA","M","",""
"1006067","Treatment","0","DEU","M","",""
"1045779","Treatment","0","USA","F","",""
"1032627","Control","0","BRA","F","",""
"1013192","Treatment","0","BRA","F","",""
"1022480","Control","0","CAN","M","",""
"1026471","Treatment","0","TUR","F","",""
"1044412","Treatment","0","CAN","F","",""
"1028002","Treatment","0","BRA","F","",""
"1036321","Treatment","0","USA","F","",""
"1032339","Treatment","0","MEX","F","",""
"1036481","Control","0","BRA","F","",""
"1041095","Control","0","USA","F","",""
"1023778","Control","0","CAN","F","",""
"1043204","Control","0","USA","","",""
"1030441","Control","0","DEU","F","",""
"1001901","Treatment","0","USA","F","",""
"1011699","Control","0","DEU","F","",""
"1004355","Treatment","0","USA","","",""
"1026770","Treatment","0","GBR","M","",""
"1001148","Control","0","MEX","M","",""
"1019355","Control","0","TUR","F","",""
"1020631","Treatment","0","GBR","M","",""
"1018244","Control","0","MEX","","",""
"1006399","Treatment","0","USA","M","",""
"1048093","Treatment","0","DEU","","",""
"1044712","Treatment","0","BRA","F","",""
"1007742","Control","0","USA","M","",""
"1049080","Treatment","0","USA","M","",""
"1046126","Control","0","USA","F","",""
"1031733","Control","0","USA","F","",""
"1037256","Control","0","GBR","","",""
"1036227","Control","0","MEX","M","",""
"1033580","Treatment","0","TUR","M","",""
"1047032","Treatment","0","USA","F","",""
"1022653","Control","31.09","BRA","F","A","2023-01-30"
"1016652","Control","0","AUS","F","",""
"1029408","Treatment","0","USA","F","",""
"1011475","Control","0","USA","M","",""
"1040539","Control","0","DEU","F","",""
"1024298","Treatment","0","USA","F","",""
"1003286","Treatment","0","AUS","O","",""
"1014394","Treatment","0","USA","M","",""
"1049101","Control","0","CAN","M","",""
"1038460","Treatment","0","USA","F","",""
"1038036","Control","0","AUS","F","",""
"1025111","Control","0","CAN","F","",""
"1000612","Treatment","0","MEX","M","",""
"1034711","Treatment","0","USA","F","",""
"1000128","Treatment","0","GBR","M","",""
"1047439","Control","0","USA","","",""
"1011842","Control","0","BRA","M","",""
"1012513","Treatment","0","BRA","M","",""
"1040712","Control","0","MEX","","",""
"1000474","Treatment","0","GBR","M","",""
"1029585","Control","0","BRA","M","",""
"1043380","Treatment","0","ESP","M","",""
"1005821","Treatment","0","TUR","O","",""
"1033202","Control","0","GBR","","",""
"1022617","Treatment","0","ESP","F","",""
"1009970","Control","0","BRA","F","",""
"1047145","Control","0","USA","F","",""
"1046140","Control","0","ESP","M","",""
"1033110","Treatment","0","USA","M","",""
"1028906","Treatment","0","AUS","F","",""
"1047799","Control","0","MEX","F","",""
"1028626","Treatment","0","USA","F","",""
"1013769","Treatment","0","USA","M","",""
"1005155","Treatment","0","USA","F","",""
"1002057","Control","0","DEU","M","",""
"1045808","Treatment","0","MEX","M","",""
"1035710","Treatment","0","AUS","M","",""
"1032917","Control","0","USA","M","",""
"1048972","Treatment","0","BRA","F","",""
"1044469","Control","0","MEX","","",""
"1031163","Control","0","BRA","M","",""
"1042709","Control","0","CAN","","",""
"1008641","Treatment","0","DEU","M","",""
"1029835","Treatment","0","DEU","M","",""
"1038138","Treatment","0","USA","","",""
"1025447","Treatment","0","USA","M","",""
"1021854","Control","0","AUS","F","",""
"1047862","Control","0","USA","F","",""
"1007890","Control","0","BRA","M","",""
"1015248","Treatment","0","MEX","M","",""
"1013714","Treatment","0","DEU","M","",""
"1046924","Treatment","0","BRA","M","",""
"1049232","Control","0","USA","M","",""
"1035749","Treatment","0","USA","","",""
"1022386","Treatment","0","AUS","O","",""
"1007061","Control","0","","M","",""
"1002422","Treatment","0","TUR","M","",""
"1001824","Treatment","0","BRA","M","",""
"1041343","Treatment","228.2","ESP","F","I","2023-01-25"
"1037893","Control","0","USA","M","",""
"1021856","Control","0","CAN","F","",""
"1006675","Treatment","0","DEU","M","",""
"1022539","Control","0","DEU","F","",""
"1006505","Treatment","0","DEU","M","",""
"1004886","Control","0","USA","F","",""
"1017087","Treatment","32.08","GBR","","I","2023-01-25"
"1011548","Treatment","0","USA","O","",""
"1026114","Control","0","MEX","","",""
"1042043","Treatment","0","CAN","M","",""
"1014863","Control","0","USA","M","",""
"1028105","Treatment","0","DEU","O","",""
"1016864","Control","0","USA","M","",""
"1043530","Control","0","GBR","M","",""
"1005055","Treatment","0","CAN","M","",""
"1014445","Control","0","AUS","","",""
"1030469","Control","0","DEU","F","",""
"1027229","Treatment","0","DEU","M","",""
"1044685","Treatment","0","GBR","O","",""
"1041492","Control","0","FRA","M","",""
"1036684","Control","0","USA","F","",""
"1038541","Control","0","CAN","F","",""
"1017164","Treatment","0","BRA","","",""
"1018350","Control","54.21805632131091","GBR","M","I","2023-01-31"
"1006974","Treatment","0","BRA","M","",""
"1032701","Treatment","0","BRA","M","",""
"1009381","Treatment","0","USA","F","",""
"1007537","Treatment","0","GBR","","",""
"1020957","Treatment","0","DEU","F","",""
"1030321","Control","0","ESP","","",""
"1020831","Control","0","TUR","","",""
"1004587","Control","0","FRA","M","",""
"1036234","Control","0","BRA","M","",""
"1018112","Treatment","0","USA","F","",""
"1029459","Control","0","ESP","F","",""
"1025186","Control","0","USA","F","",""
"1030828","Treatment","0","USA","","",""
"1016143","Control","0","USA","M","",""
"1010770","Treatment","0","USA","M","",""
"1000487","Control","0","MEX","M","",""
"1031457","Treatment","0","AUS","M","",""
"1025900","Treatment","0","FRA","","",""
"1009806","Control","0","USA","F","",""
"1006824","Treatment","0","MEX","M","",""
"1015201","Control","0","BRA","F","",""
"1020292","Treatment","0","USA","F","",""
"1020325","Control","615.2","USA","M","I","2023-02-05"
"1017471","Control","0","USA","M","",""
"1006656","Treatment","0","FRA","F","",""
"1039635","Control","0","CAN","M","",""
"1036648","Treatment","0","MEX","F","",""
"1040270","Control","0","BRA","F","",""
"1035890","Control","0","MEX","M","",""
"1015249","Control","0","USA","F","",""
"1021660","Control","0","BRA","","",""
"1002650","Treatment","0","USA","M","",""
"1010807","Treatment","0","DEU","F","",""
"1008704","Control","0","USA","M","",""
"1020883","Control","0","USA","M","",""
"1039829","Treatment","0","","F","",""
"1022805","Treatment","1546.3","GBR","M","I","2023-02-01"
"1012772","Control","0","GBR","M","",""
"1029873","Treatment","0","USA","","",""
"1044760","Control","0","BRA","","",""
"1043878","Treatment","0","","F","",""
"1006599","Treatment","0","FRA","F","",""
"1006683","Treatment","0","USA","F","",""
"1013871","Treatment","0","USA","M","",""
"1049919","Treatment","0","USA","M","",""
"1032196","Control","0","BRA","F","",""
"1046877","Treatment","0","BRA","","",""
"1024222","Control","0","GBR","F","",""
"1025835","Treatment","0","TUR","M","",""
"1020240","Control","0","GBR","","",""
"1032950","Control","0","FRA","O","",""
"1017083","Control","0","MEX","M","",""
"1000887","Control","0","MEX","F","",""
"1040138","Control","0","GBR","F","",""
"1014910","Treatment","0","MEX","M","",""
"1018580","Treatment","0","USA","M","",""
"1006520","Control","0","MEX","M","",""
"1027683","Control","0","AUS","","",""
"1000519","Treatment","0","MEX","F","",""
"1041075","Treatment","0","ESP","F","",""
"1003305","Control","0","BRA","M","",""
"1000541","Treatment","0","BRA","F","",""
"1002352","Treatment","0","USA","M","",""
"1015750","Treatment","0","TUR","F","",""
"1042194","Control","0","GBR","F","",""
"1033198","Control","0","BRA","F","",""
"1019060","Control","0","BRA","F","",""
"1004539","Treatment","0","GBR","","",""
"1008299","Control","0","DEU","F","",""
"1034237","Treatment","0","USA","F","",""
"1014655","Control","0","USA","F","",""
"1034712","Control","0","BRA","F","",""
"1047081","Control","0","DEU","M","",""
"1004612","Treatment","27.62","USA","F","A","2023-01-25"
"1047594","Treatment","0","DEU","M","",""
"1034577","Control","0","USA","M","",""
"1003741","Control","0","BRA","F","",""
"1018332","Treatment","0","FRA","F","",""
"1005312","Treatment","85.32","CAN","F","A","2023-01-27"
"1021711","Control","0","TUR","","",""
"1046956","Treatment","0","TUR","O","",""
"1016870","Control","0","TUR","M","",""
"1009191","Treatment","0","BRA","F","",""
"1019634","Control","0","DEU","M","",""
"1014135","Control","0","USA","","",""
"1048756","Treatment","0","USA","","",""
"1030272","Treatment","0","BRA","","",""
"1041710","Control","0","USA","F","",""
"1049118","Control","0","GBR","","",""
"1038336","Treatment","77.63","MEX","F","I","2023-01-25"
"1040389","Treatment","0","BRA","M","",""
"1045065","Treatment","48.43","MEX","M","A","2023-01-28"
"1029180","Treatment","0","USA","F","",""
"1009454","Control","0","BRA","F","",""
"1009006","Control","0","BRA","","",""
"1029801","Treatment","0","BRA","F","",""
"1007346","Treatment","0","USA","M","",""
"1024727","Treatment","0","USA","F","",""
"1038193","Treatment","0","GBR","M","",""
"1030934","Treatment","77.51","USA","M","I","2023-02-02"
"1017996","Treatment","0","USA","","",""
"1004760","Control","0","AUS","M","",""
"1020339","Control","0","USA","O","",""
"1018963","Control","0","CAN","M","",""
"1014512","Control","0","BRA","F","",""
"1012884","Treatment","0","DEU","M","",""
"1009581","Control","0","BRA","M","",""
"1044133","Treatment","33.95","ESP","M","I","2023-02-04"
"1046734","Control","0","USA","F","",""
"1023542","Treatment","0","ESP","F","",""
"1012628","Control","0","USA","M","",""
"1018502","Control","400.90000000000003","DEU","M","I","2023-01-26"
"1047231","Treatment","0","MEX","F","",""
"1018085","Control","0","CAN","F","",""
"1034774","Control","0","MEX","O","",""
"1011400","Control","0","FRA","M","",""
"1039049","Treatment","0","USA","","",""
"1046430","Control","0","USA","M","",""
"1027592","Treatment","0","BRA","M","",""
"1004891","Control","0","GBR","M","",""
"1049715","Treatment","0","BRA","F","",""
"1021848","Treatment","0","MEX","F","",""
"1012944","Control","0","MEX","M","",""
"1049479","Control","0","USA","M","",""
"1015965","Control","0","ESP","M","",""
"1013239","Treatment","0","TUR","","",""
"1026664","Treatment","0","DEU","F","",""
"1022792","Treatment","0","BRA","M","",""
"1005675","Control","0","TUR","M","",""
"1004527","Treatment","0","USA","M","",""
"1032815","Treatment","0","AUS","F","",""
"1002355","Treatment","0","BRA","M","",""
"1040063","Control","0","USA","M","",""
"1017518","Control","0","USA","F","",""
"1049388","Control","0","ESP","F","",""
"1033856","Control","0","GBR","M","",""
"1047693","Treatment","0","FRA","F","",""
"1022110","Treatment","0","USA","M","",""
"1016912","Treatment","0","ESP","M","",""
"1036841","Control","0","MEX","O","",""
"1034579","Control","0","USA","M","",""
"1033113","Treatment","0","BRA","F","",""
"1018944","Control","0","BRA","","",""
"1012432","Treatment","0","MEX","F","",""
"1020617","Control","0","DEU","M","",""
"1043265","Control","0","USA","M","",""
"1015038","Treatment","0","AUS","F","",""
"1026265","Treatment","0","GBR","F","",""
"1048278","Control","0","USA","F","",""
"1024970","Treatment","0","FRA","F","",""
"1040099","Control","0","USA","","",""
"1031616","Treatment","0","TUR","F","",""
"1007810","Control","0","GBR","F","",""
"1049379","Control","0","BRA","M","",""
"1048388","Treatment","0","FRA","F","",""
"1018726","Treatment","0","","M","",""
"1010091","Control","55.83","USA","M","A","2023-01-25"
"1047385","Treatment","0","MEX","M","",""
"1019877","Treatment","0","USA","M","",""
"1046993","Treatment","0","USA","F","",""
"1020010","Treatment","0","USA","F","",""
"1040765","Treatment","0","CAN","M","",""
"1020035","Treatment","0","GBR","F","",""
"1020428","Control","0","ESP","F","",""
"1018605","Treatment","0","USA","F","",""
"1048968","Treatment","0","MEX","M","",""
"1022452","Control","0","MEX","M","",""
"1038814","Treatment","0","MEX","F","",""
"1003263","Control","0","DEU","M","",""
"1006984","Treatment","0","FRA","F","",""
"1004054","Treatment","0","DEU","F","",""
"1019970","Control","124.22","BRA","","I","2023-01-31"
"1042123","Control","0","ESP","M","",""
"1000992","Treatment","0","GBR","M","",""
"1019672","Treatment","37.53","TUR","M","I","2023-01-29"
"1026740","Treatment","0","BRA","M","",""
"1016511","Control","0","ESP","M","",""
"1002478","Control","0","USA","M","",""
"1005647","Control","0","TUR","","",""
"1049354","Control","0","FRA","","",""
"1032623","Treatment","0","FRA","","",""
"1021829","Treatment","0","BRA","O","",""
"1021113","Control","0","FRA","F","",""
"1005161","Treatment","0","BRA","O","",""
"1012357","Treatment","0","USA","F","",""
"1039157","Control","0","CAN","F","",""
"1010925","Treatment","0","BRA","F","",""
"1035452","Control","0","DEU","","",""
"1044980","Control","0","BRA","F","",""
"1043562","Treatment","0","CAN","M","",""
"1015630","Treatment","0","AUS","","",""
"1045916","Treatment","0","USA","F","",""
"1043362","Treatment","0","USA","F","",""
"1031109","Treatment","0","DEU","M","",""
"1019522","Treatment","0","USA","","",""
"1006501","Treatment","0","FRA","F","",""
"1000183","Treatment","0","MEX","M","",""
"1005797","Control","0","TUR","F","",""
"1023896","Control","0","USA","F","",""
"1014963","Control","70.08","ESP","F","A","2023-01-29"
"1008407","Treatment","0","FRA","M","",""
"1041327","Treatment","0","MEX","F","",""
"1032891","Treatment","0","BRA","M","",""
"1013004","Treatment","0","USA","M","",""
"1039481","Control","0","BRA","","",""
"1047346","Treatment","0","BRA","M","",""
"1039063","Treatment","0","USA","M","",""
"1003993","Control","0","USA","M","",""
"1003060","Control","0","USA","","",""
"1031456","Treatment","0","BRA","M","",""
"1008679","Control","0","GBR","F","",""
"1014620","Treatment","0","USA","","",""
"1028775","Treatment","0","TUR","M","",""
"1028602","Treatment","0","FRA","M","",""
"1002695","Treatment","0","USA","M","",""
"1042023","Treatment","0","USA","F","",""
"1024097","Treatment","0","BRA","F","",""
"1008269","Control","0","FRA","M","",""
"1040577","Treatment","0","BRA","M","",""
"1032113","Control","0","MEX","M","",""
"1029015","Control","0","BRA","F","",""
"1025065","Control","0","BRA","M","",""
"1028221","Control","0","USA","F","",""
"1002326","Treatment","0","USA","O","",""
"1020038","Treatment","0","BRA","F","",""
"1043485","Control","0","BRA","M","",""
"1000399","Control","0","DEU","M","",""
"1038843","Treatment","0","USA","M","",""
"1013144","Treatment","0","USA","M","",""
"1017860","Treatment","0","CAN","M","",""
"1027620","Control","0","MEX","","",""
"1003330","Control","0","USA","O","",""
"1001563","Control","0","TUR","M","",""
"1046731","Control","0","BRA","","",""
"1023857","Treatment","0","BRA","M","",""
"1043548","Treatment","0","USA","M","",""
"1008921","Control","0","FRA","M","",""
"1025808","Treatment","0","BRA","","",""
"1022274","Control","0","USA","F","",""
"1045311","Control","0","USA","M","",""
"1041114","Treatment","0","USA","F","",""
"1044000","Treatment","0","MEX","F","",""
"1039463","Treatment","0","AUS","O","",""
"1039191","Treatment","0","DEU","F","",""
"1020132","Treatment","0","USA","F","",""
"1009915","Control","0","FRA","M","",""
"1034142","Treatment","0","BRA","M","",""
"1026419","Treatment","0","USA","F","",""
"1023409","Control","0","CAN","M","",""
"1014100","Treatment","0","CAN","M","",""
"1036418","Treatment","0","ESP","F","",""
"1028668","Treatment","0","BRA","M","",""
"1028201","Treatment","19.81475782499755","USA","","I","2023-02-02"
"1035057","Treatment","1.9400200085408048","TUR","","I","2023-01-31"
"1005668","Control","0","MEX","F","",""
"1040275","Treatment","0","GBR","M","",""
"1006708","Control","0","","M","",""
"1001808","Treatment","0","USA","M","",""
"1012609","Control","0","FRA","","",""
"1016104","Treatment","0","USA","M","",""
"1013730","Control","0","DEU","M","",""
"1009592","Control","0","BRA","F","",""
"1032179","Treatment","0","BRA","M","",""
"1042716","Control","0","USA","M","",""
"1047216","Control","0","BRA","F","",""
"1016562","Control","0","TUR","M","",""
"1012215","Treatment","0","TUR","","",""
"1017014","Treatment","0","USA","F","",""
"1013933","Treatment","0","TUR","M","",""
"1039289","Treatment","0","BRA","M","",""
"1037324","Treatment","0","FRA","F","",""
"1030179","Control","0","GBR","F","",""
"1047616","Control","0","MEX","","",""
"1023733","Control","0","DEU","","",""
"1049164","Control","0","BRA","O","",""
"1035980","Control","0","BRA","M","",""
"1045491","Control","0","USA","F","",""
"1001836","Treatment","0","BRA","M","",""
"1001557","Treatment","0","USA","F","",""
"1028229","Control","0","FRA","F","",""
"1027735","Control","0","TUR","F","",""
"1037175","Control","0","TUR","F","",""
"1023009","Control","0","BRA","M","",""
"1016100","Control","0","USA","M","",""
"1032403","Treatment","0","USA","F","",""
"1028275","Control","0","USA","","",""
"1042153","Control","0","USA","F","",""
"1017379","Treatment","0","USA","M","",""
"1003995","Control","0","USA","F","",""
"1048401","Treatment","0","MEX","M","",""
"1029820","Treatment","0","USA","F","",""
"1004705","Control","0","FRA","F","",""
"1033546","Control","0","BRA","F","",""
"1046048","Treatment","0","BRA","M","",""
"1014748","Control","0","BRA","M","",""
"1002068","Control","0","","F","",""
"1033791","Treatment","0","DEU","M","",""
"1028998","Treatment","0","USA","M","",""
"1035217","Control","0","ESP","F","",""
"1017699","Control","0","MEX","M","",""
"1001243","Treatment","0","TUR","F","",""
"1047161","Treatment","0","BRA","M","",""
"1045386","Treatment","0","BRA","F","",""
"1022237","Treatment","111.06796965976744","GBR","","I","2023-02-05"
