"uid","cluster","spent","country","gender","device"
"1024771","Treatment","0","FRA","",""
"1024772","Treatment","0","USA","M",""
"1024773","Control","0","","F",""
"1024774","Treatment","0","FRA","M",""
"1024776","Treatment","0","TUR","F",""
"1024777","Treatment","0","MEX","F",""
"1024778","Control","0","MEX","M",""
"1024779","Treatment","0","DEU","F",""
"1024780","Control","0","BRA","F",""
"1024781","Treatment","0","USA","F",""
"1024782","Treatment","0","TUR","M",""
"1024783","Treatment","0","GBR","",""
"1024784","Control","0","DEU","F",""
"1024785","Control","0","TUR","F",""
"1024786","Treatment","0","MEX","M",""
"1024787","Control","0","USA","M",""
"1024788","Treatment","0","FRA","F",""
"1024789","Treatment","0","USA","M",""
"1024790","Treatment","0","BRA","M",""
"1024791","Treatment","0","USA","M",""
"1024792","Control","0","FRA","F",""
"1024793","Treatment","0","MEX","M",""
"1024794","Control","0","MEX","F",""
"1024795","Control","0","USA","M",""
"1024796","Control","0","BRA","F",""
"1024797","Control","0","FRA","M",""
"1024798","Treatment","0","USA","M",""
"1024799","Control","0","MEX","F",""
"1024800","Treatment","0","USA","",""
"1024801","Control","0","BRA","",""
"1024802","Treatment","0","FRA","M",""
"1024803","Control","0","CAN","M",""
"1024804","Control","0","USA","O",""
"1024805","Treatment","0","GBR","F",""
"1024806","Treatment","0","BRA","M",""
"1024807","Control","0","DEU","M",""
"1024808","Treatment","0","USA","M",""
"1024809","Control","0","DEU","M",""
"1024810","Treatment","0","CAN","",""
"1024811","Control","0","FRA","",""
"1024812","Control","0","MEX","F",""
"1024813","Control","0","BRA","M",""
"1024814","Control","0","USA","M",""
"1024815","Control","0","USA","F",""
"1024816","Treatment","0","CAN","M",""
"1024817","Treatment","0","BRA","F",""
"1024818","Control","0","USA","M",""
"1024819","Control","0","BRA","M",""
"1024820","Treatment","0","CAN","",""
"1024821","Treatment","0","USA","M",""
"1024822","Treatment","0","GBR","M",""
"1024823","Treatment","0","DEU","M",""
"1024824","Control","0","DEU","",""
"1024825","Treatment","0","BRA","M",""
"1024826","Treatment","0","DEU","M",""
"1024827","Control","0","FRA","F",""
"1024828","Treatment","0","BRA","",""
"1024829","Treatment","0","BRA","M",""
"1024830","Control","0","MEX","F",""
"1024831","Control","0","BRA","M",""
"1024832","Control","0","DEU","M",""
"1024833","Control","0","MEX","F",""
"1024834","Treatment","0","USA","M",""
"1024835","Control","0","BRA","M",""
"1024836","Treatment","0","BRA","M",""
"1024837","Control","0","MEX","F",""
"1024838","Treatment","0","DEU","F",""
"1024839","Treatment","0","BRA","",""
"1024840","Control","42.46","FRA","","I"
"1024841","Treatment","0","USA","F",""
"1024842","Treatment","0","TUR","F",""
"1024843","Treatment","0","FRA","F",""
"1024844","Control","0","TUR","M",""
"1024845","Treatment","0","TUR","M",""
"1024846","Treatment","0","FRA","M",""
"1024847","Control","0","MEX","M",""
"1024848","Control","0","FRA","F",""
"1024849","Control","0","USA","F",""
"1024850","Treatment","0","USA","M",""
"1024851","Control","0","MEX","M",""
"1024852","Treatment","0","USA","F",""
"1024853","Control","0","MEX","F",""
"1024854","Control","0","BRA","M",""
"1024855","Treatment","0","USA","M",""
"1024856","Control","0","MEX","",""
"1024857","Control","0","MEX","M",""
"1024858","Treatment","0","ESP","M",""
"1024859","Treatment","0","FRA","M",""
"1024860","Control","0","AUS","F",""
"1024861","Treatment","0","DEU","M",""
"1024862","Control","0","FRA","F",""
"1024863","Treatment","0","MEX","",""
"1024864","Control","0","BRA","M",""
"1024865","Control","0","BRA","M",""
"1024866","Treatment","0","BRA","O",""
"1024868","Treatment","0","BRA","F",""
"1024869","Control","0","CAN","M",""
"1024870","Treatment","0","USA","M",""
"1024871","Treatment","0","BRA","F",""
"1024872","Control","0","MEX","F",""
"1024873","Treatment","0","","M",""
"1024874","Treatment","48.86","TUR","M","A"
"1024875","Treatment","0","USA","F",""
"1024876","Treatment","0","USA","F",""
"1024877","Control","0","DEU","M",""
"1024878","Treatment","0","USA","F",""
"1024879","Treatment","0","BRA","F",""
"1024880","Treatment","0","USA","F",""
"1024881","Control","0","BRA","F",""
"1024882","Treatment","0","DEU","F",""
"1024883","Control","0","FRA","M",""
"1024884","Control","0","TUR","",""
"1024885","Treatment","0","GBR","F",""
"1024886","Treatment","0","USA","F",""
"1024887","Control","0","USA","F",""
"1024888","Treatment","0","MEX","",""
"1024889","Control","0","DEU","",""
"1024890","Treatment","0","USA","",""
"1024891","Control","0","MEX","F",""
"1024892","Control","0","","F",""
"1024893","Control","0","ESP","M",""
"1024894","Treatment","0","GBR","",""
"1024895","Control","0","USA","F",""
"1024897","Treatment","0","BRA","F",""
"1024898","Control","0","ESP","F",""
"1024899","Control","0","GBR","M",""
"1024900","Control","0","FRA","F",""
"1024901","Treatment","0","BRA","M",""
"1024902","Control","0","USA","F",""
"1024903","Treatment","0","BRA","",""
"1024904","Control","0","GBR","M",""
"1024905","Treatment","0","USA","M",""
"1024906","Control","0","MEX","F",""
"1024907","Treatment","0","MEX","M",""
"1024908","Treatment","75.19","MEX","F","I"
"1024909","Treatment","0","USA","F",""
"1024910","Control","0","DEU","M",""
"1024911","Treatment","0","FRA","F",""
"1024912","Treatment","0","USA","",""
"1024913","Control","0","TUR","F",""
"1024914","Treatment","0","FRA","F",""
"1024915","Control","0","MEX","M",""
"1024916","Control","0","CAN","O",""
"1024917","Control","0","BRA","F",""
"1024919","Treatment","0","BRA","F",""
"1024920","Control","0","USA","M",""
"1024921","Control","0","GBR","M",""
"1024922","Control","0","USA","F",""
"1024923","Control","0","BRA","F",""
"1024924","Control","38.85","CAN","M","I"
"1024925","Treatment","0","USA","F",""
"1024926","Control","0","BRA","M",""
"1024927","Control","0","FRA","M",""
"1024928","Treatment","0","BRA","M",""
"1024929","Treatment","0","USA","M",""
"1024930","Control","0","","F",""
"1024931","Control","53.19","GBR","F","A"
"1024932","Treatment","0","TUR","O",""
"1024933","Treatment","0","BRA","F",""
"1024934","Treatment","0","USA","F",""
"1024935","Control","6.13","USA","F","I"
"1024936","Treatment","0","USA","M",""
"1024937","Control","0","USA","M",""
"1024938","Control","0","MEX","",""
"1024939","Control","0","USA","F",""
"1024940","Treatment","0","GBR","",""
"1024941","Treatment","0","MEX","M",""
"1024942","Control","0","MEX","F",""
"1024943","Control","0","BRA","",""
"1024944","Control","0","BRA","M",""
"1024945","Treatment","0","DEU","F",""
"1024946","Control","0","CAN","",""
"1024947","Control","0","USA","",""
"1024948","Treatment","60.9","FRA","M","A"
"1024949","Control","0","DEU","F",""
"1024950","Treatment","0","FRA","F",""
"1024951","Treatment","38.73","USA","M","I"
"1024952","Control","0","DEU","M",""
"1024953","Control","0","GBR","M",""
"1024954","Control","0","USA","M",""
"1024955","Treatment","0","USA","M",""
"1024956","Treatment","0","TUR","M",""
"1024957","Treatment","0","USA","F",""
"1024958","Treatment","0","AUS","M",""
"1024959","Treatment","0","FRA","F",""
"1024960","Treatment","0","TUR","F",""
"1024961","Treatment","0","","F",""
"1024962","Control","0","BRA","F",""
"1024963","Treatment","0","ESP","M",""
"1024964","Treatment","0","USA","F",""
"1024965","Control","0","TUR","M",""
"1024966","Control","0","TUR","F",""
"1024967","Control","0","GBR","M",""
"1024968","Control","0","MEX","M",""
"1024969","Control","0","BRA","M",""
"1024970","Treatment","0","FRA","F",""
"1024971","Treatment","0","ESP","",""
"1024972","Treatment","45.37","TUR","M","A"
"1024973","Treatment","0","FRA","M",""
"1024974","Control","0","MEX","",""
"1024975","Treatment","0","TUR","M",""
"1024976","Treatment","30.75","MEX","M","A"
"1024977","Control","0","AUS","F",""
"1024978","Control","0","USA","F",""
"1024979","Control","0","ESP","F",""
"1024980","Treatment","0","ESP","F",""
"1024981","Control","0","BRA","",""
"1024982","Control","158.55","MEX","","I"
"1024983","Treatment","0","MEX","F",""
"1024984","Control","0","TUR","F",""
"1024985","Treatment","0","AUS","F",""
"1024986","Control","0","BRA","F",""
"1024987","Treatment","0","DEU","M",""
"1024988","Control","0","BRA","",""
"1024989","Treatment","0","BRA","F",""
"1024990","Control","0","BRA","M",""
"1024991","Treatment","0","USA","",""
"1024992","Treatment","0","MEX","O",""
"1024993","Control","0","BRA","M",""
"1024994","Treatment","0","BRA","F",""
"1024995","Treatment","14.22","TUR","F","A"
"1024996","Treatment","0","DEU","M",""
"1024997","Control","0","TUR","M",""
"1024998","Treatment","0","BRA","F",""
"1024999","Control","0","USA","M",""
"1025000","Control","0","DEU","M",""
"1025001","Control","0","MEX","F",""
"1025002","Control","0","DEU","M",""
"1025003","Treatment","0","DEU","O",""
"1025004","Treatment","0","TUR","F",""
"1025005","Treatment","0","MEX","M",""
"1025006","Treatment","0","BRA","F",""
"1025007","Treatment","0","BRA","M",""
"1025008","Treatment","0","DEU","F",""
"1025009","Treatment","0","BRA","M",""
"1025010","Treatment","0","USA","F",""
"1025011","Control","0","USA","F",""
"1025012","Control","0","USA","M",""
"1025013","Control","0","CAN","F",""
"1025014","Treatment","0","TUR","F",""
"1025015","Control","0","GBR","M",""
"1025016","Control","0","BRA","M",""
"1025017","Treatment","0","TUR","F",""
"1025018","Control","0","CAN","",""
"1025019","Treatment","0","FRA","F",""
"1025021","Treatment","0","FRA","M",""
"1025022","Control","0","USA","M",""
"1025023","Control","0","MEX","M",""
"1025024","Control","256.66430352476232","TUR","F","I"
"1025025","Treatment","0","USA","M",""
"1025026","Control","0","GBR","M",""
"1025027","Control","0","TUR","M",""
"1025028","Treatment","0","USA","O",""
"1025029","Treatment","0","USA","F",""
"1025030","Treatment","34.63","MEX","F","I"
"1025031","Treatment","0","USA","M",""
"1025033","Control","0","ESP","",""
"1025034","Control","0","MEX","O",""
"1025035","Control","0","USA","M",""
"1025036","Control","0","TUR","F",""
"1025037","Control","0","AUS","M",""
"1025038","Control","0","GBR","F",""
"1025039","Treatment","0","AUS","M",""
"1025040","Control","0","BRA","M",""
"1025041","Control","0","BRA","",""
"1025042","Treatment","0","ESP","M",""
"1025043","Treatment","0","AUS","F",""
"1025044","Treatment","106.3","MEX","F","I"
"1025045","Control","0","ESP","M",""
"1025046","Treatment","0","GBR","M",""
"1025047","Treatment","0","MEX","M",""
"1025048","Treatment","0","GBR","F",""
"1025049","Treatment","0","BRA","",""
"1025050","Control","0","TUR","F",""
"1025051","Treatment","0","TUR","M",""
"1025052","Control","0","USA","M",""
"1025053","Treatment","0","MEX","F",""
"1025054","Control","0","MEX","",""
"1025055","Control","0","BRA","F",""
"1025056","Control","0","USA","M",""
"1025057","Control","0","BRA","M",""
"1025058","Treatment","0","USA","M",""
"1025059","Control","0","GBR","F",""
"1025060","Control","0","ESP","M",""
"1025061","Control","0","MEX","M",""
"1025062","Treatment","0","USA","F",""
"1025063","Control","0","BRA","",""
"1025064","Treatment","0","ESP","M",""
"1025065","Control","0","BRA","M",""
"1025066","Control","31.7","BRA","F","A"
"1025067","Control","0","BRA","F",""
"1025068","Control","0","TUR","F",""
"1025069","Control","0","DEU","M",""
"1025070","Treatment","0","MEX","F",""
"1025071","Treatment","0","ESP","M",""
"1025072","Control","0","MEX","M",""
"1025073","Treatment","0","GBR","F",""
"1025074","Control","0","DEU","M",""
"1025075","Control","0","BRA","F",""
"1025076","Treatment","0","USA","",""
"1025077","Control","0","BRA","O",""
"1025078","Treatment","0","TUR","F",""
"1025079","Treatment","0","ESP","F",""
"1025080","Treatment","0","MEX","F",""
"1025081","Control","91.16","TUR","","I"
"1025082","Control","0","ESP","",""
"1025083","Treatment","0","DEU","M",""
"1025084","Treatment","0","USA","M",""
"1025085","Treatment","0","USA","",""
"1025086","Treatment","0","GBR","",""
"1025088","Treatment","0","USA","M",""
"1025089","Control","0","USA","O",""
"1025090","Treatment","0","TUR","M",""
"1025091","Treatment","0","BRA","M",""
"1025092","Control","0","USA","F",""
"1025093","Control","0","TUR","M",""
"1025094","Treatment","0","MEX","F",""
"1025095","Control","0","BRA","F",""
"1025096","Control","0","GBR","M",""
"1025097","Treatment","836.68201357945128","GBR","F","A"
"1025098","Control","0","USA","F",""
"1025099","Control","0","FRA","",""
"1025100","Control","0","FRA","F",""
"1025101","Control","0","USA","F",""
"1025102","Control","0","USA","O",""
"1025103","Treatment","0","USA","",""
"1025104","Control","0","TUR","M",""
"1025105","Control","61.17","MEX","","I"
"1025106","Control","0","GBR","F",""
"1025107","Control","0","DEU","",""
"1025108","Treatment","0","GBR","F",""
"1025109","Control","0","MEX","",""
"1025110","Treatment","0","MEX","",""
"1025111","Control","0","CAN","F",""
"1025112","Treatment","0","GBR","F",""
"1025113","Treatment","0","MEX","M",""
"1025114","Treatment","0","DEU","F",""
"1025115","Control","0","AUS","O",""
"1025116","Treatment","0","AUS","F",""
"1025117","Control","0","USA","F",""
"1025118","Control","0","DEU","F",""
"1025119","Control","0","DEU","F",""
"1025120","Control","0","ESP","F",""
"1025121","Control","0","BRA","M",""
"1025122","Control","0","USA","M",""
"1025123","Treatment","0","BRA","M",""
"1025124","Control","0","MEX","M",""
"1025125","Control","0","ESP","",""
"1025126","Control","28.86","BRA","O","A"
"1025127","Control","0","MEX","F",""
"1025128","Control","0","ESP","",""
"1025129","Control","0","TUR","F",""
"1025130","Control","0","TUR","",""
"1025131","Control","0","ESP","F",""
"1025132","Control","0","TUR","F",""
"1025133","Control","0","BRA","M",""
"1025134","Control","0","TUR","M",""
"1025135","Control","0","USA","F",""
"1025136","Control","0","AUS","M",""
"1025137","Control","0","MEX","M",""
"1025138","Control","0","BRA","M",""
"1025139","Control","0","USA","F",""
"1025140","Treatment","0","GBR","F",""
"1025141","Control","0","USA","M",""
"1025142","Control","0","DEU","F",""
"1025143","Treatment","0","USA","F",""
"1025144","Treatment","0","GBR","",""
"1025145","Treatment","0","USA","F",""
"1025146","Treatment","0","GBR","M",""
"1025147","Control","0","USA","M",""
"1025148","Treatment","0","TUR","",""
"1025149","Control","0","FRA","F",""
"1025150","Control","0","USA","F",""
"1025151","Treatment","0","MEX","F",""
"1025152","Control","144.53","TUR","","A"
"1025154","Control","0","FRA","F",""
"1025155","Control","0","CAN","F",""
"1025156","Control","0","BRA","M",""
"1025157","Treatment","0","TUR","M",""
"1025158","Treatment","0","USA","F",""
"1025159","Treatment","0","USA","M",""
"1025160","Control","0","MEX","",""
"1025161","Control","0","USA","",""
"1025162","Treatment","0","BRA","F",""
"1025163","Control","0","BRA","M",""
"1025164","Control","0","BRA","O",""
"1025165","Treatment","0","USA","F",""
"1025166","Treatment","0","USA","M",""
"1025167","Control","0","MEX","",""
"1025168","Control","0","BRA","F",""
"1025169","Control","0","USA","",""
"1025170","Control","0","ESP","F",""
"1025171","Control","0","FRA","M",""
"1025172","Control","0","BRA","",""
"1025173","Control","0","ESP","M",""
"1025174","Treatment","0","BRA","M",""
"1025175","Treatment","0","USA","M",""
"1025176","Treatment","0","USA","M",""
"1025177","Treatment","0","BRA","F",""
"1025178","Control","31.41","USA","F","I"
"1025179","Treatment","0","FRA","",""
"1025180","Control","0","USA","F",""
"1025181","Treatment","0","MEX","F",""
"1025182","Control","0","DEU","M",""
"1025183","Treatment","0","BRA","M",""
"1025184","Treatment","0","USA","M",""
"1025185","Control","0","USA","F",""
"1025186","Control","0","USA","F",""
"1025187","Control","0","BRA","F",""
"1025188","Treatment","0","USA","",""
"1025189","Control","0","USA","M",""
"1025190","Treatment","0","GBR","M",""
"1025191","Treatment","0","BRA","F",""
"1025192","Control","0","BRA","F",""
"1025193","Control","0","USA","M",""
"1025194","Control","0","USA","F",""
"1025195","Treatment","0","USA","",""
"1025196","Control","0","MEX","M",""
"1025197","Control","0","GBR","",""
"1025198","Control","0","USA","F",""
"1025199","Control","0","ESP","F",""
"1025200","Control","0","USA","M",""
"1025201","Control","0","MEX","M",""
"1025202","Treatment","0","USA","M",""
"1025203","Treatment","0","USA","F",""
"1025204","Control","0","BRA","F",""
"1025205","Treatment","0","ESP","M",""
"1025206","Control","0","BRA","M",""
"1025207","Control","0","MEX","F",""
"1025208","Control","0","DEU","F",""
"1025209","Treatment","0","USA","",""
"1025210","Control","0","BRA","M",""
"1025211","Treatment","0","USA","O",""
"1025212","Control","0","FRA","M",""
"1025213","Control","0","BRA","M",""
"1025215","Control","0","USA","M",""
"1025216","Control","0","FRA","F",""
"1025217","Treatment","0","USA","M",""
"1025218","Treatment","0","MEX","M",""
"1025219","Control","0","DEU","F",""
"1025220","Treatment","0","USA","M",""
"1025221","Control","0","USA","F",""
"1025222","Treatment","0","BRA","F",""
"1025223","Treatment","0","FRA","M",""
"1025224","Treatment","0","","F",""
"1025225","Treatment","0","BRA","M",""
"1025226","Treatment","0","BRA","F",""
"1025227","Treatment","0","BRA","M",""
"1025228","Control","0","BRA","O",""
"1025229","Control","0","USA","F",""
"1025230","Control","0","BRA","M",""
"1025231","Treatment","0","AUS","F",""
"1025232","Treatment","0","DEU","M",""
"1025233","Treatment","0","BRA","F",""
"1025234","Control","0","DEU","F",""
"1025235","Control","0","USA","",""
"1025236","Treatment","0","AUS","F",""
"1025237","Control","0","TUR","",""
"1025238","Control","0","USA","F",""
"1025239","Treatment","0","GBR","F",""
"1025240","Control","0","AUS","F",""
"1025241","Control","0","USA","F",""
"1025242","Treatment","0","USA","M",""
"1025243","Control","0","BRA","M",""
"1025244","Control","0","ESP","M",""
"1025245","Treatment","0","BRA","F",""
"1025246","Control","0","TUR","",""
"1025247","Control","0","BRA","O",""
"1025248","Treatment","0","USA","F",""
"1025250","Control","0","USA","M",""
"1025251","Control","0","MEX","M",""
"1025252","Treatment","0","USA","",""
"1025253","Control","0","GBR","F",""
"1025254","Control","0","MEX","F",""
"1025255","Control","0","MEX","F",""
"1025256","Treatment","0","BRA","M",""
"1025257","Treatment","0","USA","M",""
"1025258","Treatment","0","TUR","M",""
"1025259","Treatment","0","BRA","M",""
"1025260","Treatment","0","USA","F",""
"1025261","Control","0","TUR","F",""
"1025262","Control","0","USA","F",""
"1025263","Control","0","BRA","F",""
"1025264","Treatment","0","USA","F",""
"1025265","Treatment","0","USA","F",""
"1025266","Treatment","0","TUR","M",""
"1025267","Treatment","0","FRA","F",""
"1025268","Treatment","0","ESP","F",""
"1025269","Treatment","63.69","USA","M","I"
"1025270","Treatment","0","USA","F",""
"1025271","Control","0","USA","M",""
"1025272","Control","0","USA","F",""
"1025273","Control","0","MEX","M",""
"1025274","Control","0","BRA","F",""
"1025275","Control","0","MEX","F",""
"1025276","Treatment","0","BRA","M",""
"1025277","Control","0","FRA","F",""
"1025278","Treatment","0","CAN","M",""
"1025279","Treatment","0","BRA","F",""
"1025280","Control","0","TUR","",""
"1025281","Control","0","TUR","F",""
"1025282","Control","0","DEU","M",""
"1025283","Treatment","164.58","AUS","F","I"
"1025284","Treatment","0","USA","M",""
"1025285","Control","23.23","USA","M","I"
"1025286","Control","0","USA","M",""
"1025287","Control","0","BRA","F",""
"1025288","Treatment","0","ESP","F",""
"1025289","Treatment","0","FRA","M",""
"1025290","Treatment","0","USA","F",""
"1025291","Control","0","FRA","M",""
"1025292","Treatment","0","MEX","M",""
"1025293","Control","0","USA","M",""
"1025295","Control","0","MEX","F",""
"1025296","Control","0","","F",""
"1025297","Treatment","30.59","USA","M","I"
"1025298","Control","0","BRA","F",""
"1025299","Treatment","0","USA","M",""
"1025300","Control","0","USA","M",""
"1025301","Control","0","MEX","M",""
"1025302","Treatment","0","USA","F",""
"1025303","Control","0","BRA","M",""
"1025304","Treatment","0","BRA","F",""
"1025305","Treatment","0","USA","M",""
"1025306","Treatment","0","USA","M",""
"1025307","Control","0","BRA","M",""
"1025308","Treatment","0","USA","M",""
"1025309","Treatment","0","DEU","F",""
"1025310","Treatment","0","BRA","M",""
"1025311","Control","0","USA","O",""
"1025312","Treatment","0","USA","F",""
"1025313","Control","0","USA","M",""
"1025314","Control","0","MEX","F",""
"1025315","Treatment","0","USA","O",""
"1025316","Treatment","0","FRA","",""
"1025317","Treatment","0","TUR","",""
"1025318","Treatment","0","CAN","",""
"1025319","Control","0","FRA","F",""
"1025320","Control","0","USA","F",""
"1025321","Treatment","107.21","BRA","M","A"
"1025322","Control","0","MEX","F",""
"1025323","Treatment","0","GBR","F",""
"1025324","Treatment","0","MEX","F",""
"1025325","Control","0","USA","M",""
"1025326","Treatment","0","MEX","M",""
"1025327","Control","0","USA","M",""
"1025328","Control","0","TUR","M",""
"1025329","Control","0","USA","M",""
"1025330","Treatment","0","USA","F",""
"1025331","Control","0","ESP","",""
"1025332","Treatment","0","USA","F",""
"1025333","Control","0","USA","F",""
"1025334","Control","0","DEU","",""
"1025335","Treatment","0","TUR","M",""
"1025336","Treatment","0","BRA","M",""
"1025337","Control","0","TUR","M",""
"1025338","Treatment","0","BRA","F",""
"1025339","Treatment","0","ESP","F",""
"1025340","Treatment","0","USA","F",""
"1025341","Control","0","BRA","M",""
"1025342","Control","0","USA","F",""
"1025343","Control","0","TUR","",""
"1025344","Treatment","0","FRA","F",""
"1025345","Control","0","DEU","M",""
"1025346","Treatment","0","BRA","M",""
"1025347","Treatment","0","USA","",""
"1025348","Treatment","0","FRA","F",""
"1025349","Control","0","BRA","",""
"1025350","Treatment","0","TUR","F",""
"1025351","Control","0","BRA","F",""
"1025352","Treatment","40.52","MEX","F","I"
"1025353","Control","0","BRA","M",""
"1025354","Control","0","USA","F",""
"1025355","Control","0","TUR","F",""
"1025356","Treatment","0","USA","F",""
"1025357","Control","0","MEX","M",""
"1025359","Treatment","0","FRA","",""
"1025360","Treatment","0","AUS","F",""
"1025361","Treatment","0","BRA","F",""
"1025362","Treatment","0","USA","M",""
"1025363","Control","0","BRA","",""
"1025364","Control","0","USA","F",""
"1025365","Control","0","TUR","M",""
"1025366","Control","0","ESP","F",""
"1025367","Treatment","0","FRA","",""
"1025368","Control","0","USA","M",""
"1025369","Control","0","USA","M",""
"1025370","Control","0","USA","F",""
"1025371","Treatment","0","USA","O",""
"1025372","Control","0","CAN","M",""
"1025373","Treatment","0","DEU","M",""
"1025374","Treatment","0","USA","F",""
"1025375","Control","0","MEX","",""
"1025376","Control","0","USA","F",""
"1025377","Control","0","MEX","F",""
"1025378","Control","0","MEX","F",""
"1025379","Control","0","USA","",""
"1025380","Treatment","0","USA","M",""
"1025381","Treatment","0","AUS","",""
"1025382","Control","62.54","DEU","M","I"
"1025383","Treatment","0","TUR","M",""
"1025384","Treatment","0","GBR","F",""
"1025385","Treatment","0","BRA","M",""
"1025386","Control","0","DEU","M",""
"1025387","Control","0","USA","F",""
"1025388","Treatment","0","USA","F",""
"1025389","Control","0","MEX","M",""
"1025390","Control","0","MEX","F",""
"1025391","Control","0","USA","",""
"1025392","Control","0","FRA","O",""
"1025393","Treatment","0","MEX","F",""
"1025394","Control","0","AUS","M",""
"1025395","Treatment","0","ESP","M",""
"1025396","Control","0","BRA","M",""
"1025397","Treatment","0","CAN","M",""
"1025398","Treatment","0","DEU","F",""
"1025399","Control","0","BRA","F",""
"1025400","Treatment","0","USA","F",""
"1025401","Control","0","GBR","",""
"1025402","Treatment","0","BRA","",""
"1025403","Control","0","DEU","F",""
"1025404","Control","149.98","FRA","M","I"
"1025405","Control","0","USA","",""
"1025406","Control","0","USA","F",""
"1025407","Treatment","0","TUR","M",""
"1025408","Treatment","0","USA","M",""
"1025409","Treatment","0","BRA","F",""
"1025410","Treatment","0","FRA","F",""
"1025411","Control","0","BRA","M",""
"1025412","Control","0","FRA","M",""
"1025413","Control","0","DEU","F",""
"1025414","Control","0","FRA","F",""
"1025415","Treatment","0","MEX","F",""
"1025416","Control","0","BRA","M",""
"1025417","Treatment","0","USA","",""
"1025418","Treatment","0","GBR","F",""
"1025419","Control","0","TUR","M",""
"1025420","Treatment","0","MEX","M",""
"1025421","Control","0","USA","M",""
"1025422","Treatment","0","BRA","O",""
"1025423","Treatment","0","USA","M",""
"1025424","Treatment","0","FRA","F",""
"1025425","Control","0","BRA","M",""
"1025426","Control","0","FRA","",""
"1025427","Control","0","DEU","F",""
"1025428","Control","0","AUS","F",""
"1025429","Control","0","USA","",""
"1025430","Treatment","0","USA","F",""
"1025431","Treatment","0","BRA","",""
"1025432","Control","53.1","FRA","M","I"
"1025433","Control","0","USA","F",""
"1025434","Control","0","BRA","F",""
"1025435","Control","0","BRA","M",""
"1025436","Treatment","0","BRA","M",""
"1025437","Treatment","0","USA","M",""
"1025439","Control","0","USA","F",""
"1025440","Treatment","0","MEX","M",""
"1025441","Control","0","USA","M",""
"1025442","Treatment","0","DEU","M",""
"1025443","Treatment","0","AUS","F",""
"1025445","Treatment","0","USA","M",""
"1025446","Treatment","0","BRA","F",""
"1025447","Treatment","0","USA","M",""
"1025448","Control","0","AUS","F",""
"1025449","Treatment","0","","F",""
"1025450","Treatment","0","USA","F",""
"1025451","Treatment","0","USA","M",""
"1025452","Treatment","0","TUR","M",""
"1025453","Treatment","0","BRA","M",""
"1025454","Control","0","USA","",""
"1025455","Treatment","0","ESP","M",""
"1025456","Control","0","USA","",""
"1025457","Treatment","0","USA","F",""
"1025458","Treatment","0","USA","M",""
"1025459","Control","0","USA","M",""
"1025460","Treatment","0","BRA","",""
"1025461","Control","0","FRA","M",""
"1025462","Treatment","0","MEX","",""
"1025463","Treatment","0","BRA","M",""
"1025464","Control","0","MEX","F",""
"1025465","Control","0","TUR","M",""
"1025466","Control","0","BRA","",""
"1025467","Control","0","USA","M",""
"1025468","Treatment","0","CAN","M",""
"1025469","Treatment","0","USA","M",""
"1025470","Control","149.69","TUR","F","I"
"1025471","Treatment","0","USA","F",""
"1025472","Control","0","MEX","F",""
"1025473","Treatment","0","GBR","",""
"1025474","Control","0","USA","M",""
"1025475","Control","0","CAN","M",""
"1025476","Control","0","USA","O",""
"1025477","Treatment","76.66","USA","F","I"
"1025478","Control","0","USA","F",""
"1025479","Treatment","0","MEX","M",""
"1025480","Control","0","USA","M",""
"1025481","Treatment","90.06","USA","F","A"
"1025482","Treatment","0","USA","F",""
"1025483","Treatment","0","TUR","",""
"1025484","Control","0","USA","F",""
"1025485","Control","0","USA","M",""
"1025486","Treatment","0","BRA","M",""
"1025487","Treatment","0","MEX","M",""
"1025488","Control","0","BRA","F",""
"1025489","Treatment","0","USA","M",""
"1025490","Treatment","0","BRA","F",""
"1025491","Treatment","68.26","DEU","","I"
"1025492","Control","0","GBR","M",""
"1025493","Treatment","0","MEX","M",""
"1025494","Treatment","0","GBR","M",""
"1025495","Control","0","USA","",""
"1025496","Control","0","USA","M",""
"1025497","Treatment","0","MEX","",""
"1025498","Treatment","0","DEU","",""
"1025499","Treatment","0","USA","M",""
"1025500","Control","0","USA","F",""
"1025501","Treatment","0","GBR","M",""
"1025502","Treatment","0","USA","M",""
"1025503","Treatment","0","GBR","",""
"1025504","Treatment","0","MEX","M",""
"1025505","Treatment","0","FRA","M",""
"1025506","Treatment","0","USA","M",""
"1025507","Treatment","0","GBR","M",""
"1025508","Treatment","0","BRA","M",""
"1025509","Control","0","TUR","M",""
"1025510","Control","0","BRA","M",""
"1025511","Control","0","USA","",""
"1025512","Control","0","BRA","M",""
"1025513","Control","0","DEU","",""
"1025514","Treatment","0","USA","F",""
"1025515","Treatment","0","USA","M",""
"1025516","Control","0","BRA","O",""
"1025517","Treatment","0","GBR","M",""
"1025518","Control","0","GBR","F",""
"1025519","Control","0","MEX","F",""
"1025520","Control","0","MEX","F",""
"1025521","Control","0","BRA","M",""
"1025522","Control","0","USA","F",""
"1025523","Treatment","0","BRA","F",""
"1025524","Treatment","0","CAN","M",""
"1025525","Treatment","52.31","BRA","F","A"
"1025526","Treatment","0","DEU","M",""
"1025527","Treatment","0","USA","F",""
"1025528","Treatment","0","CAN","M",""
"1025529","Control","0","BRA","F",""
"1025530","Treatment","0","MEX","F",""
"1025531","Treatment","0","BRA","M",""
"1025532","Treatment","0","MEX","F",""
"1025533","Control","0","FRA","M",""
